,Status,ActivityCompleted,nps_score,Comments,Sentiment,Device Type,Browser,Comments_spell_checked,Comments_spell_checked_textblob_polarity_score,Comments_spell_checked_txtblob_polarity,Comments_spell_checked_txtblob_polarity_subjectivity
4090,Complete,2022-09-21,5.0,They're GrrreeeaaaT!,Neutral,Desktop,Microsoft Edge,They're GrrreeeaaaT!,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
4092,Complete,2022-09-21,5.0,"Assuming everything works out well, scheduling the rental was nice and easy.",Positive,Mobile,Safari mobile,"Assuming everything works out well, scheduling the rental was nice and easy.","Sentiment(polarity=0.5166666666666666, subjectivity=0.9166666666666667)",0.5166666666666666,0.9166666666666667
4093,Complete,2022-09-21,1.0,too slow,Negative,Desktop,Microsoft Edge,too slow,"Sentiment(polarity=-0.30000000000000004, subjectivity=0.39999999999999997)",-0.30000000000000004,0.39999999999999997
4094,Complete,2022-09-21,5.0,Prices and locations make it easier to bid a local job. more information at the tip of my fingers.,Positive,Desktop,Chrome,Prices and locations make it easier to bid a local job. more information at the tip of my fingers.,"Sentiment(polarity=0.25, subjectivity=0.25)",0.25,0.25
4099,Complete,2022-09-21,3.0,i just got on this site and haven't gotten an answer yet so this survey is premature,Neutral,Mobile,Chrome Mobile,i just got on this site and haven't gotten an answer yet so this survey is premature,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
4104,Complete,2022-09-21,1.0,Slow and clunky,Negative,Mobile,Safari mobile,Slow and clunky,"Sentiment(polarity=-0.30000000000000004, subjectivity=0.39999999999999997)",-0.30000000000000004,0.39999999999999997
4107,Complete,2022-09-21,2.0,"As an internal employee (OSR) I rely on it in the field and it spins frequently, searching, waiting, no results.",Negative,Tablet,Chrome Mobile,"As an internal employee (SR) I rely on it in the field and it spins frequently, searching, waiting, no results.","Sentiment(polarity=0.05, subjectivity=0.15)",0.05,0.15
4108,Complete,2022-09-21,4.0,5 is perfect,Positive,Desktop,Chrome,5 is perfect,"Sentiment(polarity=1.0, subjectivity=1.0)",1.0,1.0
4110,Complete,2022-09-21,2.0,very slow,Negative,Desktop,Firefox,very slow,"Sentiment(polarity=-0.39000000000000007, subjectivity=0.52)",-0.39000000000000007,0.52
4113,Complete,2022-09-21,4.0,cant make my own reports... hard to find invoices with PO #,Negative,Desktop,Chrome,cant make my own reports... hard to find invoices with Px #,"Sentiment(polarity=0.15416666666666665, subjectivity=0.7708333333333333)",0.15416666666666665,0.7708333333333333
4114,Complete,2022-09-21,5.0,Very helpful,Positive,Mobile,Safari mobile,Very helpful,"Sentiment(polarity=0.2, subjectivity=0.3)",0.2,0.3
4118,Complete,2022-09-21,1.0,"Your website is aweful. Continue to get sorry our fingers are crossed message every day. Too many columns, not user friendly at all",Negative,Desktop,Safari,"Your website is awful. Continue to get sorry our fingers are crossed message every day. Too many columns, not user friendly at all","Sentiment(polarity=-0.15625, subjectivity=0.75)",-0.15625,0.75
4122,Complete,2022-09-21,3.0,Not enough data to give more.,Negative,Desktop,Microsoft Edge,Not enough data to give more.,"Sentiment(polarity=0.25, subjectivity=0.5)",0.25,0.5
4125,Complete,2022-09-21,5.0,Ease of use.,Positive,Mobile,Google App,Ease of use.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
4127,Complete,2022-09-21,5.0,Awesome,Positive,Mobile,Chrome Mobile,Awesome,"Sentiment(polarity=1.0, subjectivity=1.0)",1.0,1.0
4130,Complete,2022-09-21,5.0,Easy,Positive,Mobile,Safari mobile,Easy,"Sentiment(polarity=0.43333333333333335, subjectivity=0.8333333333333334)",0.43333333333333335,0.8333333333333334
4131,Complete,2022-09-21,5.0,was looking for budgetary pricing and found it with ease,Positive,Desktop,Chrome,was looking for budgetary pricing and found it with ease,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
4135,Complete,2022-09-21,2.0,because its a pain in the neck,Negative,Desktop,Chrome,because its a pain in the neck,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
4136,Complete,2022-09-21,5.0,Great service,Positive,Desktop,Safari,Great service,"Sentiment(polarity=0.8, subjectivity=0.75)",0.8,0.75
4139,Complete,2022-09-21,3.0,I don’t know,Neutral,Mobile,Google App,I don’t know,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
4144,Complete,2022-09-21,1.0,"I am looking for a dethatcher but every location I put in (Greensboro NC, Winston Salem NC, Charlotte NC, Raleigh NC) does not have one.  I expect it is a website issue.",Negative,Desktop,Chrome,"I am looking for a dethatcher but every location I put in (Greensboro Ns, Winston Salem Ns, Charlotte Ns, Raleigh Ns) does not have one. I expect it is a website issue.","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
4146,Complete,2022-09-21,3.0,need weekly rental pricing,Neutral,Desktop,Chrome,need weekly rental pricing,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
4151,Complete,2022-09-21,2.0,"Products are not specific on website, 10"" tile saw and there are 4 models mentioned but no specifics",Negative,Desktop,Chrome,"Products are not specific on website, 10"" tile saw and there are 4 models mentioned but no specifics","Sentiment(polarity=0.0, subjectivity=0.125)",0.0,0.125
4152,Complete,2022-09-21,5.0,Because it's awesome.,Positive,Desktop,Chrome,Because it's awesome.,"Sentiment(polarity=1.0, subjectivity=1.0)",1.0,1.0
4155,Complete,2022-09-21,5.0,Easy to use to pay our company bill,Positive,Desktop,Chrome,Easy to use to pay our company bill,"Sentiment(polarity=0.43333333333333335, subjectivity=0.8333333333333334)",0.43333333333333335,0.8333333333333334
4158,Complete,2022-09-21,5.0,its easy,Positive,Desktop,Safari,its easy,"Sentiment(polarity=0.43333333333333335, subjectivity=0.8333333333333334)",0.43333333333333335,0.8333333333333334
4161,Complete,2022-09-21,5.0,"Excellent Personal Customer 
service at the Rt 69 location in Tyler tx",Positive,Desktop,Safari,Excellent Personal Customer service at the Rt 69 location in Tyler tx,"Sentiment(polarity=0.5, subjectivity=0.65)",0.5,0.65
4162,Complete,2022-09-21,5.0,"User friendly and easy to navigate.  Easy to see the rental, the specs, and cost (less the other expenses).",Positive,Desktop,Chrome,"User friendly and easy to navigate. Easy to see the rental, the specs, and cost (less the other expenses).","Sentiment(polarity=0.19, subjectivity=0.5216666666666667)",0.19,0.5216666666666667
4166,Complete,2022-09-21,5.0,Ease of use. straight forward presentation,Positive,Desktop,Chrome,Ease of use. straight forward presentation,"Sentiment(polarity=0.2, subjectivity=0.4)",0.2,0.4
4169,Complete,2022-09-21,4.0,there is still some flaw in the system,Negative,Desktop,Microsoft Edge,there is still some flaw in the system,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
4170,Complete,2022-09-21,5.0,quick responses,Positive,Desktop,Chrome,quick responses,"Sentiment(polarity=0.3333333333333333, subjectivity=0.5)",0.3333333333333333,0.5
4176,Complete,2022-09-21,5.0,This is a great place to rent,Positive,Mobile,Chrome Mobile,This is a great place to rent,"Sentiment(polarity=0.8, subjectivity=0.75)",0.8,0.75
4178,Complete,2022-09-21,5.0,Easy to use,Positive,Mobile,Safari mobile,Easy to use,"Sentiment(polarity=0.43333333333333335, subjectivity=0.8333333333333334)",0.43333333333333335,0.8333333333333334
4179,Complete,2022-09-21,5.0,"Lenny at the store was so professional and helpful. He helped me get the right products and emailed me the updated order as we spoke.  
We haven’t picked up our rental yet but if the equipment is as good as the service it will be great!",Positive,Mobile,Safari mobile,Lenny at the store was so professional and helpful. He helped me get the right products and emailed me the updated order as we spoke. We haven’t picked up our rental yet but if the equipment is as good as the service it will be great!,"Sentiment(polarity=0.5214285714285714, subjectivity=0.49642857142857144)",0.5214285714285714,0.49642857142857144
4181,Complete,2022-09-21,5.0,lots of choices and easy navigation,Positive,Desktop,Chrome,lots of choices and easy navigation,"Sentiment(polarity=0.43333333333333335, subjectivity=0.8333333333333334)",0.43333333333333335,0.8333333333333334
4182,Complete,2022-09-21,5.0,Easy to use website,Positive,Desktop,Chrome,Easy to use website,"Sentiment(polarity=0.43333333333333335, subjectivity=0.8333333333333334)",0.43333333333333335,0.8333333333333334
4183,Complete,2022-09-21,5.0,Very easy,Positive,Mobile,Chrome Mobile,Very easy,"Sentiment(polarity=0.5633333333333334, subjectivity=1.0)",0.5633333333333334,1.0
4184,Complete,2022-09-21,4.0,satisfactory,Positive,Desktop,Microsoft Edge,satisfactory,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
4186,Complete,2022-09-21,5.0,Great Service!,Positive,Desktop,Chrome,Great Service!,"Sentiment(polarity=1.0, subjectivity=0.75)",1.0,0.75
4187,Complete,2022-09-21,5.0,easy to navigate,Positive,Desktop,Microsoft Edge,easy to navigate,"Sentiment(polarity=0.43333333333333335, subjectivity=0.8333333333333334)",0.43333333333333335,0.8333333333333334
4190,Complete,2022-09-21,4.0,Needs connection to local sites to check availability of equipment.  Also less confusion of the many sites that specialize in only one sort of equipment,Negative,Desktop,Microsoft Edge,Needs connection to local sites to check availability of equipment. Also less confusion of the many sites that specialize in only one sort of equipment,"Sentiment(polarity=0.08333333333333334, subjectivity=0.39166666666666666)",0.08333333333333334,0.39166666666666666
4191,Complete,2022-09-21,5.0,East to navigate,Neutral,Mobile,Safari mobile,East to navigate,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
4192,Complete,2022-09-21,5.0,I’ve hauled a lot of re-rent for wiese in Fort Wayne they always been very nice to me unlike McAllister’s across the street,Positive,Mobile,Safari mobile,I’ve hauled a lot of re-rent for wise in Fort Wayne they always been very nice to me unlike McAllister’s across the street,"Sentiment(polarity=0.74, subjectivity=0.95)",0.74,0.95
4193,Complete,2022-09-21,1.0,No le entiendo,Negative,Mobile,Chrome Mobile,No le entiendo,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
4194,Complete,2022-09-21,1.0,Could not find out if one way rentals are available,Neutral,Mobile,Safari mobile,Could not find out if one way rentals are available,"Sentiment(polarity=0.4, subjectivity=0.4)",0.4,0.4
4197,Complete,2022-09-21,5.0,so far so good,Positive,Desktop,Microsoft Edge,so far so good,"Sentiment(polarity=0.39999999999999997, subjectivity=0.8)",0.39999999999999997,0.8
4199,Complete,2022-09-21,5.0,Quick and easy to use system with quality equipment,Positive,Desktop,Chrome,Quick and easy to use system with quality equipment,"Sentiment(polarity=0.3833333333333333, subjectivity=0.6666666666666667)",0.3833333333333333,0.6666666666666667
4202,Complete,2022-09-21,1.0,100,Neutral,Mobile,Safari mobile,100,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
4203,Complete,2022-09-21,5.0,Simplified,Neutral,Mobile,Safari mobile,Simplified,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
4204,Complete,2022-09-21,1.0,It does not work!!,Negative,Mobile,Chrome Mobile,It does not work!!,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
4212,Complete,2022-09-22,5.0,Everything has been great,Positive,Mobile,Safari mobile,Everything has been great,"Sentiment(polarity=0.8, subjectivity=0.75)",0.8,0.75
4213,Complete,2022-09-22,3.0,I want to check online if a certain tool is available,Neutral,Desktop,Microsoft Edge,I want to check online if a certain tool is available,"Sentiment(polarity=0.30714285714285716, subjectivity=0.4857142857142857)",0.30714285714285716,0.4857142857142857
4218,Complete,2022-09-22,5.0,I have rented from Sunbelt before.,Neutral,Desktop,Microsoft Edge,I have rented from Sunbelt before.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
4226,Complete,2022-09-22,5.0,Customer service and attitude on rental's are great.,Positive,Desktop,Microsoft Edge,Customer service and attitude on rental's are great.,"Sentiment(polarity=0.8, subjectivity=0.75)",0.8,0.75
4227,Complete,2022-09-22,4.0,I liked it but had to go thru twice to find weekly and monthly pricing first run only gave daily price .,Mixed,Desktop,Microsoft Edge,I liked it but had to go thru twice to find weekly and monthly pricing first run only gave daily price .,"Sentiment(polarity=0.2125, subjectivity=0.5333333333333333)",0.2125,0.5333333333333333
4233,Complete,2022-09-22,4.0,not enough options for attachments listed,Negative,Desktop,Microsoft Edge,not enough options for attachments listed,"Sentiment(polarity=0.0, subjectivity=0.5)",0.0,0.5
4234,Complete,2022-09-22,1.0,It continuously gives me an error message and will not load the information that I need.,Negative,Desktop,Microsoft Edge,It continuously gives me an error message and will not load the information that I need.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
4236,Complete,2022-09-22,3.0,Needed more pictures on the tools,Negative,Mobile,Safari mobile,Needed more pictures on the tools,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5
4238,Complete,2022-09-22,5.0,Very easily accessible,Positive,Mobile,Mobile Samsung Browser,Very easily accessible,"Sentiment(polarity=0.375, subjectivity=0.375)",0.375,0.375
4239,Complete,2022-09-22,5.0,Easy to follow,Positive,Desktop,Chrome,Easy to follow,"Sentiment(polarity=0.43333333333333335, subjectivity=0.8333333333333334)",0.43333333333333335,0.8333333333333334
4240,Complete,2022-09-22,2.0,"I have your page bookmarked to speed things up for me, but it will not allow me to sign in, nor log out. When I grab a piece of equipment it says I need to sign in to finalize.",Negative,Mobile,Chrome Mobile,"I have your page bookmarked to speed things up for me, but it will not allow me to sign in, nor log out. When I grab a piece of equipment it says I need to sign in to finalize.","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
4241,Complete,2022-09-22,5.0,It was simple to navigate,Positive,Mobile,Chrome Mobile,It was simple to navigate,"Sentiment(polarity=0.0, subjectivity=0.35714285714285715)",0.0,0.35714285714285715
4242,Complete,2022-09-22,4.0,Log in was interrupted by a survey,Negative,Mobile,Safari mobile,Log in was interrupted by a survey,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
4249,Complete,2022-09-22,1.0,poor design,Negative,Desktop,Chrome,poor design,"Sentiment(polarity=-0.4, subjectivity=0.6)",-0.4,0.6
4251,Complete,2022-09-22,5.0,CSR helpful and got me what I needed when I needed quickly,Positive,Mobile,Safari mobile,SR helpful and got me what I needed when I needed quickly,"Sentiment(polarity=0.3333333333333333, subjectivity=0.5)",0.3333333333333333,0.5
4252,Complete,2022-09-22,5.0,Very easy to use and find what is needed,Positive,Desktop,Microsoft Edge,Very easy to use and find what is needed,"Sentiment(polarity=0.5633333333333334, subjectivity=1.0)",0.5633333333333334,1.0
4253,Complete,2022-09-22,1.0,site is extremely slow,Negative,Desktop,Chrome,site is extremely slow,"Sentiment(polarity=-0.30000000000000004, subjectivity=0.39999999999999997)",-0.30000000000000004,0.39999999999999997
4254,Complete,2022-09-22,5.0,Cause I use them them weekly,Positive,Desktop,Firefox,Cause I use them them weekly,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
4255,Complete,2022-09-22,4.0,it is good,Positive,Desktop,Chrome,it is good,"Sentiment(polarity=0.7, subjectivity=0.6000000000000001)",0.7,0.6000000000000001
4257,Complete,2022-09-22,5.0,Ease of use,Positive,Desktop,Chrome,Ease of use,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
4258,Complete,2022-09-22,4.0,Would be nice if you could add a P.O. number while rental piece is in reservation.,Negative,Desktop,Microsoft Edge,Would be nice if you could add a P.O. number while rental piece is in reservation.,"Sentiment(polarity=0.6, subjectivity=1.0)",0.6,1.0
4260,Complete,2022-09-22,5.0,Courteous and helpful,Positive,Mobile,Chrome Mobile,Courteous and helpful,"Sentiment(polarity=0.6, subjectivity=1.0)",0.6,1.0
4261,Complete,2022-09-22,1.0,Could not find appropriate contact info.,Negative,Desktop,Chrome,Could not find appropriate contact info.,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5
4262,Complete,2022-09-22,3.0,I'm at checkout and do not know the location to pickup/ dropoff,Neutral,Mobile,Chrome Mobile,I'm at checkout and do not know the location to pickup/ dropoff,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
4264,Complete,2022-09-22,1.0,App has an error. Cannot search or use catelog,Negative,Mobile,Safari mobile,App has an error. Cannot search or use catalog,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
4265,Complete,2022-09-22,3.0,Response time is better with the exception of the Reports tab. It still takes longer than it should to generate statements and reports.,Mixed,Desktop,Chrome,Response time is better with the exception of the Reports tab. It still takes longer than it should to generate statements and reports.,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5
4266,Complete,2022-09-22,5.0,Search engine worked,Positive,Mobile,Chrome Mobile,Search engine worked,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
4267,Complete,2022-09-22,5.0,I’m a big fan!,Positive,Mobile,Safari mobile,I’m a big fan!,"Sentiment(polarity=0.0, subjectivity=0.1)",0.0,0.1
4272,Complete,2022-09-22,5.0,working with Andrew at Sunsbelt,Neutral,Desktop,Microsoft Edge,working with Andrew at Sunsbelt,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
4274,Complete,2022-09-22,4.0,"do not know how up to date the information is on the rental items, on rent or off rent.",Negative,Desktop,Microsoft Edge,"do not know how up to date the information is on the rental items, on rent or off rent.","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
4276,Complete,2022-09-22,1.0,wouldn't let me select the 4 hour rental just the day or week.,Negative,Desktop,Chrome,wouldn't let me select the 4 hour rental just the day or week.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
4278,Complete,2022-09-22,5.0,Satisfying information,Positive,Desktop,Chrome,Satisfying information,"Sentiment(polarity=0.5, subjectivity=1.0)",0.5,1.0
4279,Complete,2022-09-22,2.0,Haven't been able to make a payment online in a few weeks,Negative,Desktop,Safari,Haven't been able to make a payment online in a few weeks,"Sentiment(polarity=0.15, subjectivity=0.3625)",0.15,0.3625
4280,Complete,2022-09-22,5.0,great help,Positive,Desktop,Microsoft Edge,great help,"Sentiment(polarity=0.8, subjectivity=0.75)",0.8,0.75
4282,Complete,2022-09-22,1.0,Not user friendly.,Negative,Mobile,Safari mobile,Not user friendly.,"Sentiment(polarity=0.375, subjectivity=0.5)",0.375,0.5
4283,Complete,2022-09-22,4.0,"I can pay bills, print invoices so it is a time saver.  Only problem was when I had a credit- but when I called customer service I was able to apply it.",Mixed,Desktop,Chrome,"I can pay bills, print invoices so it is a time save. Only problem was when I had a credit- but when I called customer service I was able to apply it.","Sentiment(polarity=0.25, subjectivity=0.8125)",0.25,0.8125
4284,Complete,2022-09-22,2.0,Descriptions of items are poor,Negative,Mobile,Safari mobile,Descriptions of items are poor,"Sentiment(polarity=-0.4, subjectivity=0.6)",-0.4,0.6
4286,Complete,2022-09-22,1.0,poor descriptions oy machine specs,Negative,Desktop,Microsoft Edge,poor descriptions oy machine specs,"Sentiment(polarity=-0.4, subjectivity=0.6)",-0.4,0.6
4289,Complete,2022-09-22,5.0,"I was able to find what I was looking for with a price and available day.  I had some trouble getting the site to recognize an address (which Sunbelt already had in drop down menu) but after choosing about 5 different locations, I was able to get a price and schedule to pop up.",Mixed,Desktop,Firefox,"I was able to find what I was looking for with a price and available day. I had some trouble getting the site to recognize an address (which Sunbelt already had in drop down menu) but after choosing about 5 different locations, I was able to get a price and schedule to pop up.","Sentiment(polarity=0.17407407407407405, subjectivity=0.4564814814814815)",0.17407407407407405,0.4564814814814815
4290,Complete,2022-09-22,1.0,I tried 5 times to fill out the Physical Address and it shows not valid,Negative,Desktop,Microsoft Edge,I tried 5 times to fill out the Physical Address and it shows not valid,"Sentiment(polarity=0.0, subjectivity=0.14285714285714285)",0.0,0.14285714285714285
4292,Complete,2022-09-22,5.0,can see info for my specific location and trust it's accurate,Neutral,Desktop,Chrome,can see info for my specific location and trust it's accurate,"Sentiment(polarity=0.20000000000000004, subjectivity=0.3791666666666667)",0.20000000000000004,0.3791666666666667
4293,Complete,2022-09-22,4.0,Because I felt like it,Positive,Desktop,Chrome,Because I felt like it,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
4294,Complete,2022-09-22,1.0,unable to update email address.,Negative,Desktop,Chrome,unable to update email address.,"Sentiment(polarity=-0.5, subjectivity=0.5)",-0.5,0.5
4296,Complete,2022-09-22,5.0,I have used you in past,Neutral,Mobile,Safari mobile,I have used you in past,"Sentiment(polarity=-0.25, subjectivity=0.25)",-0.25,0.25
4298,Complete,2022-09-22,5.0,Very helpful,Positive,Mobile,Chrome Mobile,Very helpful,"Sentiment(polarity=0.2, subjectivity=0.3)",0.2,0.3
4300,Complete,2022-09-22,3.0,Hard to navigate at times,Negative,Mobile,Safari mobile,Hard to navigate at times,"Sentiment(polarity=-0.2916666666666667, subjectivity=0.5416666666666666)",-0.2916666666666667,0.5416666666666666
4302,Complete,2022-09-22,1.0,I always have trouble with the site coming up. I have to switch browsers multiple times a day to log into the website.,Negative,Desktop,Chrome,I always have trouble with the site coming up. I have to switch browsers multiple times a day to log into the website.,"Sentiment(polarity=-0.1, subjectivity=0.1)",-0.1,0.1
4303,Complete,2022-09-22,4.0,It is very good,Positive,Mobile,Safari mobile,It is very good,"Sentiment(polarity=0.9099999999999999, subjectivity=0.7800000000000001)",0.9099999999999999,0.7800000000000001
4304,Complete,2022-09-22,1.0,Doesnt work.,Negative,Desktop,Chrome,Doesn work.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
4305,Complete,2022-09-22,3.0,The website is very slow. Takes too long to render new pages,Negative,Mobile,Chrome Mobile,The website is very slow. Takes too long to render new pages,"Sentiment(polarity=-0.10121212121212124, subjectivity=0.4581818181818182)",-0.10121212121212124,0.4581818181818182
4307,Complete,2022-09-22,2.0,I have not received any call or email about my request for a quote.,Negative,Desktop,Chrome,I have not received any call or email about my request for a quote.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
4308,Complete,2022-09-22,1.0,very slow,Negative,Desktop,Chrome,very slow,"Sentiment(polarity=-0.39000000000000007, subjectivity=0.52)",-0.39000000000000007,0.52
4309,Complete,2022-09-22,1.0,Nothing works and it never takes me where I need to go.,Negative,Desktop,Chrome,Nothing works and it never takes me where I need to go.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
4313,Complete,2022-09-22,1.0,ph # not good..pc1537,Negative,Desktop,Chrome,ph # not good..pc1537,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
4315,Complete,2022-09-22,5.0,"i need a better deal for my rent air compressor, pls",Negative,Desktop,Microsoft Edge,"i need a better deal for my rent air compressor, pls","Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5
4317,Complete,2022-09-22,1.0,"I keep trying to put in my location by zip code, I select an item from the drop down list, and it gives me an error - and says I need to select an item from the drop down list.",Negative,Desktop,Chrome,"I keep trying to put in my location by zip code, I select an item from the drop down list, and it gives me an error - and says I need to select an item from the drop down list.","Sentiment(polarity=-0.15555555555555559, subjectivity=0.2888888888888889)",-0.15555555555555559,0.2888888888888889
4318,Complete,2022-09-22,1.0,"Because I have been waiting for the past 30 min to load my invoices, and they are not loading.",Negative,Desktop,Chrome,"Because I have been waiting for the past 30 min to load my invoices, and they are not loading.","Sentiment(polarity=-0.25, subjectivity=0.25)",-0.25,0.25
4319,Complete,2022-09-22,5.0,Quick response and accurate phone directory,Positive,Desktop,Safari,Quick response and accurate phone directory,"Sentiment(polarity=0.3666666666666667, subjectivity=0.5666666666666667)",0.3666666666666667,0.5666666666666667
4320,Complete,2022-09-22,1.0,Keeps crashing when I try to log in. Slow to respond when I actually manage to get in,Negative,Desktop,Chrome,Keeps crashing when I try to log in. Slow to respond when I actually manage to get in,"Sentiment(polarity=-0.15000000000000002, subjectivity=0.25)",-0.15000000000000002,0.25
4321,Complete,2022-09-22,5.0,Works really well with what I need.,Positive,Desktop,Chrome,Works really well with what I need.,"Sentiment(polarity=0.2, subjectivity=0.2)",0.2,0.2
4324,Complete,2022-09-22,1.0,"in the past months it has become incredible slow, cumbersome, and unreliable. an embarrassment",Negative,Desktop,Chrome,"in the past months it has become incredible slow, cumbersome, and unreliable. an embarrassment","Sentiment(polarity=0.11666666666666665, subjectivity=0.5166666666666666)",0.11666666666666665,0.5166666666666666
4325,Complete,2022-09-22,1.0,too slow,Negative,Desktop,Chrome,too slow,"Sentiment(polarity=-0.30000000000000004, subjectivity=0.39999999999999997)",-0.30000000000000004,0.39999999999999997
4327,Complete,2022-09-22,2.0,"Non of the pictures are working, just says ""No Image Yet""",Negative,Desktop,Safari,"Non of the pictures are working, just says ""No Image Yet""","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
4330,Complete,2022-09-22,2.0,I can't figure out how to reserve a rental for 4 hours even though the equipment has a 4 hour rental price listed.,Negative,Desktop,Chrome,I can't figure out how to reserve a rental for 4 hours even though the equipment has a 4 hour rental price listed.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
4335,Complete,2022-09-22,5.0,Easy to navigate.,Positive,Desktop,Chrome,Easy to navigate.,"Sentiment(polarity=0.43333333333333335, subjectivity=0.8333333333333334)",0.43333333333333335,0.8333333333333334
4336,Complete,2022-09-22,1.0,because it wasted my time.,Negative,Desktop,Safari,because it wasted my time.,"Sentiment(polarity=-0.2, subjectivity=0.0)",-0.2,0.0
4338,Complete,2022-09-22,5.0,Easy to navigate thru the website,Positive,Desktop,Chrome,Easy to navigate thru the website,"Sentiment(polarity=0.43333333333333335, subjectivity=0.8333333333333334)",0.43333333333333335,0.8333333333333334
4339,Complete,2022-09-22,1.0,No customer service,Negative,Desktop,Microsoft Edge,No customer service,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
4344,Complete,2022-09-22,1.0,website is wrong call the place and nothing available,Negative,Desktop,Microsoft Edge,website is wrong call the place and nothing available,"Sentiment(polarity=-0.04999999999999999, subjectivity=0.65)",-0.04999999999999999,0.65
4347,Complete,2022-09-22,1.0,Soooo slow.,Negative,Desktop,Safari,Soooo slow.,"Sentiment(polarity=-0.30000000000000004, subjectivity=0.39999999999999997)",-0.30000000000000004,0.39999999999999997
4348,Complete,2022-09-22,1.0,slow,Negative,Desktop,Chrome,slow,"Sentiment(polarity=-0.30000000000000004, subjectivity=0.39999999999999997)",-0.30000000000000004,0.39999999999999997
4350,Complete,2022-09-22,1.0,The website is clunky. Unable to check-out with out the site freezing or logging me out.,Negative,Desktop,Chrome,The website is clunky. Unable to check-out with out the site freezing or logging me out.,"Sentiment(polarity=-0.5, subjectivity=0.5)",-0.5,0.5
4351,Complete,2022-09-22,5.0,quick valid responses..,Positive,Desktop,Chrome,quick valid responses..,"Sentiment(polarity=0.3333333333333333, subjectivity=0.5)",0.3333333333333333,0.5
4353,Complete,2022-09-22,5.0,Easy to navigate and find the machines and attachments I'm looking for,Positive,Desktop,Chrome,Easy to navigate and find the machines and attachments I'm looking for,"Sentiment(polarity=0.43333333333333335, subjectivity=0.8333333333333334)",0.43333333333333335,0.8333333333333334
4361,Complete,2022-09-22,1.0,your website has problems. please fix,Negative,Desktop,Chrome,your website has problems. please fix,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
4362,Complete,2022-09-22,5.0,Easy,Positive,Mobile,Chrome Mobile,Easy,"Sentiment(polarity=0.43333333333333335, subjectivity=0.8333333333333334)",0.43333333333333335,0.8333333333333334
4373,Complete,2022-09-22,5.0,Website works wrll,Positive,Mobile,Chrome Mobile,Website works will,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
4374,Complete,2022-09-22,3.0,"Very slow to respond. Does not give accurate info and need to have cookies and cache deleted, log out and log back in frequently to find info needed.",Negative,Desktop,Chrome,"Very slow to respond. Does not give accurate info and need to have cookies and cache deleted, log out and log back in frequently to find info needed.","Sentiment(polarity=0.027500000000000004, subjectivity=0.36333333333333334)",0.027500000000000004,0.36333333333333334
